game_id,game_key,official_name,position,jersey_number,official_id,old_game_id,season_type,season,week
2015_01_PIT_NE,56503,Brad Freeman,Field Judge,88,25,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Kent Payne,Head Linesman,79,28,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Terrence Miles,Back Judge,111,139,2015091000,REG,2015,1
2015_01_PIT_NE,56503,James Oldham,RA,-1,NA,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Tim Podraza,Line Judge,47,123,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Charles Stewart,Replay Official,-1,NA,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Scott Novak,Side Judge,1,94,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Undrey Wash,Umpire,96,134,2015091000,REG,2015,1
2015_01_PIT_NE,56503,Carl Cheffers,Referee,51,3,2015091000,REG,2015,1
2015_01_IND_BUF,56504,Jabir Walker,Field Judge,26,34,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Perry Paganelli,Back Judge,46,115,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Greg Bradley,Head Linesman,98,55,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Eugene Cunningham,RA,-1,NA,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Mark Perlman,Line Judge,9,49,2015091304,REG,2015,1
2015_01_IND_BUF,56504,John Parry,Referee,132,47,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Bob McGrath,Replay Official,-1,NA,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Greg Gautreaux,Side Judge,80,80,2015091304,REG,2015,1
2015_01_IND_BUF,56504,Mark Pellis,Umpire,131,85,2015091304,REG,2015,1
2015_01_GB_CHI,56505,Lee Dyer,Back Judge,27,72,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Steve Zimmer,Field Judge,33,116,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Mark Hittner,Head Linesman,28,118,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Julian Mapp,Line Judge,10,101,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Terry Poulos,RA,-1,NA,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Craig Wrolstad,Referee,4,24,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Al Hynes,Replay Official,-1,NA,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Jeff Lamberth,Side Judge,21,27,2015091300,REG,2015,1
2015_01_GB_CHI,56505,Roy Ellison,Umpire,81,63,2015091300,REG,2015,1
2015_01_KC_HOU,56506,Dale Shaw,Back Judge,104,29,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Rick Patterson,Field Judge,15,105,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Ed Camp,Head Linesman,134,40,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Sarah Thomas,Line Judge,53,107,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Glenn King,RA,-1,NA,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Peter Morelli,Referee,135,127,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Tommy Moore,Replay Official,-1,NA,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Rob Vernatchi,Side Judge,75,52,2015091306,REG,2015,1
2015_01_KC_HOU,56506,Ruben Fowler,Umpire,71,130,2015091306,REG,2015,1
2015_01_CAR_JAX,56507,Greg Yette,Back Judge,38,79,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Aaron Santi,Field Judge,50,149,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Jim Howey,Head Linesman,37,137,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Mark Steinkerchner,Line Judge,84,56,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Terry Sullivan,RA,-1,NA,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Ronald Torbert,Referee,62,104,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Bill Spyksma,Replay Official,-1,NA,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Carl Paganelli,Umpire,124,84,2015091302,REG,2015,1
2015_01_CAR_JAX,56507,Scott Edwards,Side Judge,3,7,2015091302,REG,2015,1
2015_01_CLE_NYJ,56508,Tony Steratore,Back Judge,112,131,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,David Meslow,Field Judge,118,92,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Jeff Seeman,Line Judge,45,23,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,John McGrath,Head Linesman,5,53,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Brian Matoren,RA,-1,NA,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Jerome Boger,Referee,23,103,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Walt Coleman IV,Side Judge,87,145,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Carl Madsen,Replay Official,-1,NA,2015091305,REG,2015,1
2015_01_CLE_NYJ,56508,Richard Hall,Umpire,49,125,2015091305,REG,2015,1
