season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2014,ARI,C,NA,64,CUT,Philip Blake,Philip,Blake,1985-11-27,6-3,310,Baylor,NA,00-0029609,NA,NA,NA,7108,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA579109.png,NA,NA,NA,NA
2014,ARI,C,NA,63,ACT,Lyle Sendlein,Lyle,Sendlein,1984-03-16,6-3,308,Texas,NA,00-0025682,NA,NA,NA,4062,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEN108904.png,NA,NA,NA,NA
2014,ARI,C,NA,60,CUT,Tommie Draheim,Tommie,Draheim,1988-12-23,6-4,309,San Diego State,NA,00-0028989,NA,NA,NA,7326,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA137671.png,NA,NA,NA,NA
2014,ARI,C,NA,65,CUT,John Estes,John,Estes,1987-03-25,6-2,293,Hawaii,NA,00-0027502,NA,NA,NA,5989,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EST519112.png,NA,NA,NA,NA
2014,ARI,CB,NA,25,ACT,Jerraud Powers,Jerraud,Powers,1987-07-19,5-10,187,Auburn,NA,00-0027064,NA,NA,NA,5015,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW641973.png,NA,NA,NA,NA
2014,ARI,CB,NA,28,ACT,Justin Bethel,Justin,Bethel,1990-06-17,6-0,190,Presbyterian,Blythewood (SC),00-0029530,15089,25887,8306,7654,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BET201235.png,14469,1216,NA,f403d099-29d4-43cd-bf79-4aeeb8dc6cd3
2014,ARI,CB,NA,21,ACT,Patrick Peterson,Patrick,Peterson,1990-07-11,6-1,219,LSU,Ely (FL),00-0027943,13980,24792,7300,6157,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET415511.png,13415,972,NA,9f3b934e-52d6-4e16-ae92-d3e60be10493
2014,ARI,CB,NA,31,ACT,Antonio Cromartie,Antonio,Cromartie,1984-04-15,6-2,210,Florida State,NA,00-0024234,NA,NA,NA,2964,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRO161100.png,NA,NA,NA,NA
2014,ARI,DB,NA,46,DEV,Jimmy Legree,Jimmy,Legree,1991-01-13,6-0,187,South Carolina,NA,00-0030901,NA,NA,NA,8945,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEG754142.png,NA,NA,NA,NA
2014,ARI,DB,NA,NA,CUT,Anthony Gaitor,Anthony,Gaitor,1988-10-09,5-10,182,Florida International,NA,00-0028160,NA,NA,NA,6374,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAI804192.png,NA,NA,NA,NA
2014,ARI,DB,NA,27,CUT,Curtis Taylor,Curtis,Taylor,1985-07-13,6-2,212,LSU,NA,00-0026501,NA,NA,NA,5143,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY137718.png,NA,NA,NA,NA
2014,ARI,DB,NA,23,CUT,Bryan McCann,Bryan,McCann,1987-09-29,5-11,185,Southern Methodist,NA,00-0027421,NA,NA,NA,5928,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC135648.png,NA,NA,NA,NA
2014,ARI,DB,NA,41,RES,Eddie Whitley,Eddie,Whitley,1989-10-26,6-0,191,Virginia Tech,NA,00-0029017,NA,NA,NA,7342,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI668171.png,NA,NA,NA,NA
2014,ARI,DB,NA,NA,DEV,Ross Weaver,Ross,Weaver,1987-01-09,6-1,210,Michigan State,NA,00-0027359,NA,NA,NA,5889,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEA681123.png,NA,NA,NA,NA
2014,ARI,DB,NA,29,ACT,Chris Clemons,Chris,Clemons,1985-09-15,6-1,214,Clemson,NA,00-0027115,NA,NA,NA,5089,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE388197.png,NA,NA,NA,NA
2014,ARI,DB,NA,43,CUT,Brandon Sermons,Brandon,Sermons,1991-06-01,5-11,195,UCLA,NA,00-0030894,NA,NA,NA,8905,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SER466142.png,NA,NA,NA,NA
2014,ARI,DB,NA,NA,DEV,Darren Woodard,Darren,Woodard,1989-09-21,5-11,175,Texas-El Paso,NA,00-0030057,NA,NA,NA,8462,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO201159.png,NA,NA,NA,NA
2014,ARI,DE,NA,98,CUT,Ryan McBean,Ryan,McBean,1984-04-23,6-5,305,Oklahoma State,NA,00-0025519,NA,NA,NA,3748,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCB155520.png,NA,NA,NA,NA
2014,ARI,DE,NA,96,ACT,Kareem Martin,Kareem,Martin,1992-02-19,6-6,272,North Carolina,Roanoke Rapids (NC),00-0031050,16764,27612,9410,8719,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR665531.png,16647,2244,NA,69c1e87f-7ffc-487d-8724-09f4fba12b59
2014,ARI,DE,NA,98,ACT,Frostee Rucker,Frostee,Rucker,1983-09-14,6-3,280,USC,Tustin (CA),00-0024306,9677,7840,5030,3036,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUC531571.png,1214,42,NA,36648f14-5fe5-40f3-ade1-ef53c8f93bdf
2014,ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,300,Miami (Fla.),Denver South (CO),00-0026190,11284,8827,5587,4364,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA,0333b8f0-3aab-45aa-a684-6d402a309413
2014,ARI,DE,NA,90,RES,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,290,Florida State,NA,00-0022930,NA,NA,NA,1785,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png,NA,NA,NA,NA
