game_id,game_key,official_name,position,jersey_number,official_id,old_game_id,season_type,season,week
2021_01_DAL_TB,58503,Shawn Hochuli,Referee,83,113,2021090900,REG,2021,1
2021_01_DAL_TB,58503,Chad Hill,Side Judge,125,181,2021090900,REG,2021,1
2021_01_DAL_TB,58503,Tom Hill,Field Judge,97,78,2021090900,REG,2021,1
2021_01_DAL_TB,58503,Greg Bradley,Line Judge,98,55,2021090900,REG,2021,1
2021_01_DAL_TB,58503,Ed Camp,Down Judge,134,40,2021090900,REG,2021,1
2021_01_DAL_TB,58503,Rich Martinez,Back Judge,39,93,2021090900,REG,2021,1
2021_01_DAL_TB,58503,"Terry Killens, Jr.",Umpire,77,183,2021090900,REG,2021,1
2021_01_PHI_ATL,58504,Walt Coleman IV,Line Judge,65,145,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,Ramon George,Umpire,128,153,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,David Meslow,Side Judge,118,92,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,Terrence Miles,Back Judge,111,139,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,Derick Bowers,Down Judge,74,30,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,Scott Novak,Referee,1,94,2021091200,REG,2021,1
2021_01_PHI_ATL,58504,Mike Weatherford,Field Judge,116,36,2021091200,REG,2021,1
2021_01_PIT_BUF,58505,Jabir Walker,Field Judge,26,34,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,Alan Eck,Umpire,76,154,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,John Hussey,Referee,35,114,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,Allen Baynes,Side Judge,56,32,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,Brad Freeman,Back Judge,88,25,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,Carl Johnson,Line Judge,101,117,2021091201,REG,2021,1
2021_01_PIT_BUF,58505,Sarah Thomas,Down Judge,53,107,2021091201,REG,2021,1
2021_01_NYJ_CAR,58506,Greg Wilson,Back Judge,119,97,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Clay Martin,Referee,19,46,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Fred Bryan,Umpire,11,98,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Jerod Phillips,Down Judge,6,155,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Maia Chaka,Line Judge,100,161,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Joe Larrew,Side Judge,73,60,2021091202,REG,2021,1
2021_01_NYJ_CAR,58506,Greg Gautreaux,Field Judge,80,80,2021091202,REG,2021,1
2021_01_MIN_CIN,58507,Jim Quirk,Side Judge,5,62,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,Keith Ferguson,Back Judge,61,68,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,David Oliver,Down Judge,24,170,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,Mearl Robinson,Field Judge,31,166,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,Adrian Hill,Referee,29,10,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,Roy Ellison,Umpire,81,63,2021091203,REG,2021,1
2021_01_MIN_CIN,58507,Mark Stewart,Line Judge,75,180,2021091203,REG,2021,1
2021_01_SF_DET,58508,Kent Payne,Down Judge,79,28,2021091204,REG,2021,1
2021_01_SF_DET,58508,Thomas Eaton,Line Judge,70,193,2021091204,REG,2021,1
2021_01_SF_DET,58508,Dominique Pender,Side Judge,114,194,2021091204,REG,2021,1
2021_01_SF_DET,58508,Brad Rogers,Referee,126,171,2021091204,REG,2021,1
2021_01_SF_DET,58508,Greg Steed,Back Judge,12,189,2021091204,REG,2021,1
2021_01_SF_DET,58508,Aaron Santi,Field Judge,50,149,2021091204,REG,2021,1
2021_01_SF_DET,58508,Carl Paganelli,Umpire,124,84,2021091204,REG,2021,1
2021_01_JAX_HOU,58509,Brian Bolinger,Line Judge,40,167,2021091205,REG,2021,1
