game_id,game_key,official_name,position,jersey_number,official_id,old_game_id,season_type,season,week
2017_01_KC_NE,57234,Greg Meyer,Back Judge,78,42,2017090700,REG,2017,1
2017_01_KC_NE,57234,Phil McKinnely,Down Judge,110,65,2017090700,REG,2017,1
2017_01_KC_NE,57234,Rick Patterson,Field Judge,15,105,2017090700,REG,2017,1
2017_01_KC_NE,57234,Mark Perlman,Line Judge,78,49,2017090700,REG,2017,1
2017_01_KC_NE,57234,Bill Vinovich,Referee,52,4,2017090700,REG,2017,1
2017_01_KC_NE,57234,Gary Cavaletto,Side Judge,60,128,2017090700,REG,2017,1
2017_01_KC_NE,57234,Bruce Stritesky,Umpire,102,50,2017090700,REG,2017,1
2017_01_NYJ_BUF,57235,Jimmy Buchanan,Field Judge,86,35,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,Ed Walker,Down Judge,123,13,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,Keith Ferguson,Back Judge,61,68,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,Ron Marinucci,Line Judge,107,122,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,Tony Michalek,Umpire,115,69,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,Allen Baynes,Side Judge,56,32,2017091000,REG,2017,1
2017_01_NYJ_BUF,57235,John Hussey,Referee,35,114,2017091000,REG,2017,1
2017_01_ATL_CHI,57236,Steve Freeman,Back Judge,133,129,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Jeff Bergman,Down Judge,32,99,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Greg Gautreaux,Field Judge,80,80,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Terry Brown,Side Judge,43,96,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Jeff Triplette,Referee,42,48,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Danny Short,Line Judge,113,172,2017091001,REG,2017,1
2017_01_ATL_CHI,57236,Ruben Fowler,Umpire,71,130,2017091001,REG,2017,1
2017_01_BAL_CIN,57237,Scott Novak,Field Judge,1,94,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,Derick Bowers,Down Judge,74,30,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,Terrence Miles,Back Judge,111,139,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,Kevin Codey,Line Judge,16,76,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,Jeff Rice,Umpire,44,9,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,James Coleman,Side Judge,95,6,2017091002,REG,2017,1
2017_01_BAL_CIN,57237,Walt Coleman,Referee,65,58,2017091002,REG,2017,1
2017_01_PIT_CLE,57238,Steve Zimmer,Field Judge,33,116,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Mark Hittner,Down Judge,28,118,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Lee Dyer,Back Judge,27,72,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Julian Mapp,Line Judge,10,101,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Craig Wrolstad,Referee,4,24,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Jeff Lamberth,Side Judge,21,27,2017091003,REG,2017,1
2017_01_PIT_CLE,57238,Barry Anderson,Umpire,20,21,2017091003,REG,2017,1
