season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
2015,ARI,C,NA,53,ACT,A.Q. Shipley,A.Q.,Shipley,1986-05-22,6-1,307,Penn State,Moon Area (PA),00-0026950,12726,f7163bae-d4da-4d38-847e-e0315605b9d0,9490,6215,5150,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI382248.png,13610,1011,NA
2015,ARI,C,NA,63,ACT,Lyle Sendlein,Lyle,Sendlein,1984-03-16,6-3,308,Texas,NA,00-0025682,NA,NA,NA,NA,4062,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEN108904.png,NA,NA,NA
2015,ARI,CB,NA,28,ACT,Justin Bethel,Justin,Bethel,1990-06-17,6-0,200,Presbyterian,Blythewood (SC),00-0029530,15089,f403d099-29d4-43cd-bf79-4aeeb8dc6cd3,25887,8306,7654,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BET201235.png,14469,1216,NA
2015,ARI,CB,NA,21,ACT,Patrick Peterson,Patrick,Peterson,1990-07-11,6-1,219,LSU,Ely (FL),00-0027943,13980,9f3b934e-52d6-4e16-ae92-d3e60be10493,24792,7300,6157,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET415511.png,13415,972,NA
2015,ARI,CB,NA,25,ACT,Jerraud Powers,Jerraud,Powers,1987-07-19,5-10,187,Auburn,NA,00-0027064,NA,NA,NA,NA,5015,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW641973.png,NA,NA,NA
2015,ARI,CB,NA,NA,DEV,Kevin White,Kevin,White,1992-06-25,5-10,174,Texas Christian,NA,00-0031683,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI315683.png,NA,NA,NA
2015,ARI,DB,NA,27,CUT,Darren Woodard,Darren,Woodard,1989-09-21,5-11,175,Texas-El Paso,NA,00-0030057,NA,NA,NA,NA,8462,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO201159.png,NA,NA,NA
2015,ARI,DB,NA,46,CUT,Jimmy Legree,Jimmy,Legree,1991-01-13,6-0,187,South Carolina,NA,00-0030901,NA,NA,NA,NA,8945,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEG754142.png,NA,NA,NA
2015,ARI,DB,NA,35,CUT,Cariel Brooks,Cariel,Brooks,1991-04-24,5-9,200,Adams State,NA,00-0031700,NA,NA,NA,NA,9796,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO119059.png,NA,NA,NA
2015,ARI,DB,NA,34,RES,Brandon Person,Brandon,Person,1991-08-09,6-0,220,Tiffin University,NA,00-0031990,NA,NA,NA,NA,10056,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PER814307.png,NA,NA,NA
2015,ARI,DB,NA,43,CUT,Ross Weaver,Ross,Weaver,1987-01-09,6-1,210,Michigan State,NA,00-0027359,NA,NA,NA,NA,5889,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEA681123.png,NA,NA,NA
2015,ARI,DB,NA,NA,DEV,Carrington Byndom,Carrington,Byndom,1992-07-07,6-0,180,Texas,NA,00-0031119,NA,NA,NA,NA,9288,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYN230717.png,NA,NA,NA
2015,ARI,DB,NA,29,ACT,Chris Clemons,Chris,Clemons,1985-09-15,6-1,215,Clemson,NA,00-0027115,NA,NA,NA,NA,5089,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE388197.png,NA,NA,NA
2015,ARI,DB,NA,42,CUT,Jonte Green,Jonte,Green,1989-07-19,6-0,184,New Mexico State,NA,00-0029216,NA,NA,NA,NA,7184,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE291586.png,NA,NA,NA
2015,ARI,DB,NA,45,CUT,Anthony Walters,Anthony,Walters,1988-09-19,6-1,207,Delaware,NA,00-0028357,NA,NA,NA,NA,6575,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL664834.png,NA,NA,NA
2015,ARI,DB,NA,36,ACT,D.J. Swearinger,D.J.,Swearinger,1991-09-01,5-10,208,South Carolina,Greenwood (SC),00-0030566,15865,5486420b-b40c-4e7c-ab47-9d70b1673c3b,26680,8690,7838,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWE023150.png,14989,1429,NA
2015,ARI,DB,NA,27,ACT,Corey White,Corey,White,1990-05-09,6-1,210,Samford,NA,00-0029658,NA,NA,NA,NA,7652,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI144737.png,NA,NA,NA
2015,ARI,DE,NA,90,RES,Cory Redding,Cory,Redding,1980-11-15,6-4,318,Texas,NA,00-0021998,NA,NA,NA,NA,1381,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED327892.png,NA,NA,NA
2015,ARI,DE,NA,58,ACT,Jason Babin,Jason,Babin,1980-05-24,6-3,267,Western Michigan,NA,00-0022695,NA,NA,NA,NA,1748,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAB714004.png,NA,NA,NA
2015,ARI,DE,NA,NA,DEV,Olsen Pierre,Olsen,Pierre,1991-08-27,6-4,293,Miami (Fla.),NA,00-0031914,2579622,0c042513-aba2-461c-ae16-db4bf83833fa,28694,10615,10010,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE579519.png,17529,3000,NA
2015,ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,300,Miami (Fla.),Denver South (CO),00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA
2015,ARI,DE,NA,92,ACT,Frostee Rucker,Frostee,Rucker,1983-09-14,6-3,280,USC,Tustin (CA),00-0024306,9677,36648f14-5fe5-40f3-ade1-ef53c8f93bdf,7840,5030,3036,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUC531571.png,1214,42,NA
2015,ARI,DE,NA,91,ACT,Ed Stinson,Ed,Stinson,1990-02-15,6-4,287,Alabama,NA,00-0031265,NA,NA,NA,NA,8795,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STI638331.png,NA,NA,NA
2015,ARI,DT,NA,98,RES,Corey Peters,Corey,Peters,1988-06-08,6-3,305,Kentucky,Central (KY),00-0027686,13292,a50e3085-370b-4fd2-b79a-28d3b9c5c1c7,24058,6682,5607,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET099667.png,11437,608,NA
2015,ARI,DT,NA,94,ACT,Xavier Williams,Xavier,Williams,1992-01-18,6-2,309,Northern Iowa,Grandview (MO),00-0031713,2508191,8363a880-0f4d-44be-bad7-2815c7c3ea00,28815,10675,9809,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL577675.png,17136,2668,NA
2015,ARI,DT,NA,71,ACT,Red Bryant,Red,Bryant,1984-04-18,6-4,323,Texas A&M,NA,00-0026261,NA,NA,NA,NA,4435,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRY512697.png,NA,NA,NA
2015,ARI,FS,NA,NA,DEV,Durell Eskridge,Durell,Eskridge,1991-12-17,6-3,207,Syracuse,NA,00-0031860,NA,NA,NA,NA,9956,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ESK558735.png,NA,NA,NA
2015,ARI,FS,NA,26,ACT,Rashad Johnson,Rashad,Johnson,1986-01-02,5-11,204,Alabama,NA,00-0027067,NA,NA,NA,NA,5018,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH590218.png,NA,NA,NA
2015,ARI,FS,NA,32,RES,Tyrann Mathieu,Tyrann,Mathieu,1992-05-13,5-9,186,LSU,St. Augustine (LA),00-0030459,15851,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,26692,8593,7850,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT195206.png,15226,1576,NA
2015,ARI,G,NA,76,ACT,Mike Iupati,Mike,Iupati,1987-05-12,6-5,331,Idaho,Western (CA),00-0027869,13246,46664226-53c3-4ef9-9aeb-f708e3e8269f,23992,6553,5542,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IUP059326.png,11585,635,NA
2015,ARI,G,NA,62,ACT,Ted Larsen,Ted,Larsen,1987-06-13,6-2,305,North Carolina State,Palm Harbor University (FL),00-0027607,13403,2c48a13f-bac4-46f8-b405-7ada72dd543e,24181,6567,5728,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAR422272.png,12298,731,NA
2015,ARI,G,NA,60,DEV,Antoine McClain,Antoine,McClain,1989-12-06,6-5,336,Clemson,NA,00-0029379,NA,NA,NA,NA,7508,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC305576.png,NA,NA,NA
2015,ARI,G,NA,75,CUT,Nate Isles,Nate,Isles,1992-01-04,6-5,348,North Carolina A&T,NA,00-0031246,NA,NA,NA,NA,9238,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ISL189981.png,NA,NA,NA
2015,ARI,G,NA,61,ACT,Jonathan Cooper,Jonathan,Cooper,1990-01-19,6-2,311,North Carolina,Hoggard (NC),00-0030590,15787,d6aea7ed-2c24-4be5-b789-41e3ba0c2137,26630,8702,7788,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COO615714.png,15223,1574,NA
2015,ARI,G,NA,65,CUT,Jon Halapio,Jon,Halapio,1991-06-23,6-2,320,Florida,St. Petersburg Catholic (FL),00-0031185,16842,726c066b-4ce6-4af3-85b2-7ec34807166a,27707,9442,8814,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL010359.png,16044,1840,NA
2015,ARI,ILB,NA,54,RES,Kenny Demens,Kenny,Demens,1990-02-04,6-1,242,Michigan,NA,00-0030309,NA,NA,NA,NA,8273,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEM305982.png,NA,NA,NA
2015,ARI,K,NA,7,ACT,Chandler Catanzaro,Chandler,Catanzaro,1991-02-26,6-3,200,Clemson,Christ Church Episcopal (SC),00-0030896,16976,0d1171d4-c955-4966-9257-640b569866d1,28103,9845,9140,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAT093927.png,16644,2242,NA
2015,ARI,LB,NA,54,ACT,Dwight Freeney,Dwight,Freeney,1980-02-19,6-1,268,Syracuse,NA,00-0021146,NA,NA,NA,NA,1019,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE417537.png,NA,NA,NA
2015,ARI,LB,NA,55,ACT,Sean Weatherspoon,Sean,Weatherspoon,1987-12-29,6-2,244,Missouri,NA,00-0027871,NA,NA,NA,NA,5544,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEA447811.png,NA,NA,NA
2015,ARI,LB,NA,47,ACT,Shaquille Riddick,Shaquille,Riddick,1993-03-12,6-6,260,West Virginia,NA,00-0032111,NA,NA,NA,NA,9591,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RID186261.png,NA,NA,NA
2015,ARI,LB,NA,NA,DEV,Quayshawn Nealy,Quayshawn,Nealy,1991-08-05,6-0,237,Georgia Tech,NA,00-0031896,NA,NA,NA,NA,9992,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEA691042.png,NA,NA,NA
2015,ARI,LB,NA,96,ACT,Kareem Martin,Kareem,Martin,1992-02-19,6-6,272,North Carolina,Roanoke Rapids (NC),00-0031050,16764,69c1e87f-7ffc-487d-8724-09f4fba12b59,27612,9410,8719,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR665531.png,16647,2244,NA
2015,ARI,LB,NA,49,CUT,Andrae Kirk,Andrae,Kirk,1993-08-27,6-2,225,Florida Atlantic,NA,00-0031705,NA,NA,NA,NA,9801,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIR253552.png,NA,NA,NA
2015,ARI,LB,NA,50,ACT,Gabe Martin,Gabe,Martin,1992-06-05,6-2,236,Bowling Green State,NA,00-0031707,2515838,7595ead0-d80a-4dc5-bbd4-b2577d566608,28809,10614,9803,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR601640.png,17311,2843,NA
2015,ARI,LB,NA,94,RES,Zack Wagenmann,Zack,Wagenmann,1992-08-08,6-3,250,Montana,NA,00-0031712,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAG045827.png,NA,NA,NA
2015,ARI,LB,NA,59,CUT,Darryl Sharpton,Darryl,Sharpton,1988-01-01,5-11,235,Miami (Fla.),NA,00-0027703,NA,NA,NA,NA,5626,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA507578.png,NA,NA,NA
2015,ARI,LS,NA,82,ACT,Mike Leach,Mike,Leach,1976-10-18,6-2,235,William & Mary,NA,00-0019435,NA,NA,NA,NA,750,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEA091822.png,NA,NA,NA
2015,ARI,MLB,NA,51,ACT,Kevin Minter,Kevin,Minter,1990-12-03,6-0,246,LSU,Peachtree Ridge (GA),00-0030382,15856,186014e2-3430-4510-867f-a7013daf0bb8,26668,8694,7826,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIN670026.png,15227,1577,NA
2015,ARI,NT,NA,97,ACT,Josh Mauro,Josh,Mauro,1991-02-17,6-6,282,Stanford,L.D. Bell (TX),00-0030883,17017,6399b33c-6d3d-4fc5-b142-1a5deb33ef76,27815,9412,9003,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU640520.png,16153,1920,NA
2015,ARI,NT,NA,66,CUT,Alameda Ta'amu,Alameda,Ta'amu,1990-08-23,6-3,348,Washington,NA,00-0029138,NA,NA,NA,NA,7109,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAA403291.png,NA,NA,NA
2015,ARI,NT,NA,95,ACT,Rodney Gunter,Rodney,Gunter,1992-01-19,6-5,305,Delaware State,Haines City (FL),00-0032131,2507719,e4a401ce-3740-4e6b-8dcf-f2b41a3beeb9,28504,10455,9549,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUN730129.png,16877,2421,NA
2015,ARI,OG,NA,79,RES,John Fullington,John,Fullington,1991-05-30,6-5,300,Washington State,NA,00-0030950,NA,NA,NA,NA,9218,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUL589656.png,NA,NA,NA
2015,ARI,OLB,NA,59,ACT,Alani Fua,Alani,Fua,1992-01-01,6-5,234,Brigham Young,NA,00-0031702,NA,NA,NA,NA,9798,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUA016162.png,NA,NA,NA
2015,ARI,OLB,NA,57,RSN,Alex Okafor,Alex,Okafor,1991-02-08,6-4,261,Texas,Pflugerville (TX),00-0030503,15976,b200f413-296d-49f3-9ef2-f60e21c2f5fd,26726,8656,7885,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKA207645.png,15228,1578,NA
2015,ARI,OLB,NA,20,ACT,Deone Bucannon,Deone,Bucannon,1992-08-30,6-1,211,Washington State,Vanden (CA),00-0031366,16723,a1902bda-47bc-4436-9165-2d79620e4030,27555,9271,8662,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC019775.png,16642,2240,NA
2015,ARI,OLB,NA,91,CUT,Matt Shaughnessy,Matt,Shaughnessy,1986-09-23,6-5,285,Wisconsin,NA,00-0027045,NA,NA,NA,NA,4994,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA517783.png,NA,NA,NA
2015,ARI,OLB,NA,56,RES,LaMarr Woodley,LaMarr,Woodley,1984-11-03,6-2,265,Michigan,NA,00-0025433,NA,NA,NA,NA,3662,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO324724.png,NA,NA,NA
2015,ARI,OLB,NA,44,ACT,Markus Golden,Markus,Golden,1991-03-13,6-2,260,Missouri,Afton (MO),00-0032127,2971432,78eb0872-fff0-4fc2-94ee-6a5c518ecaa5,28446,10329,9491,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL067489.png,16819,2363,NA
2015,ARI,OT,NA,NA,CUT,Rob Crisp,Rob,Crisp,1991-01-03,6-7,300,North Carolina State,NA,00-0031701,NA,NA,NA,NA,9797,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRI314433.png,NA,NA,NA
2015,ARI,OT,NA,74,ACT,D.J. Humphries,D.J.,Humphries,1993-12-28,6-5,307,Florida,Mallard Creek (NC),00-0032222,2971048,90d9c6b2-3970-45e1-a558-b68a977a8995,28412,10259,9457,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUM728022.png,16785,2329,NA
2015,ARI,OT,NA,78,RES,Earl Watford,Earl,Watford,1990-06-24,6-3,300,James Madison,Simon Gratz (PA),00-0030504,15901,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a,26739,9092,7898,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT147534.png,15231,1580,NA
